"postal","nuts3_code","nuts2_code","nuts1_code"
"WA4","UKD61","UKD6","UKD"
"WA5","UKD61","UKD6","UKD"
"WA55","UKD61","UKD6","UKD"
"WA6","UKD63","UKD6","UKD"
"WA7","UKD71","UKD7","UKD"
"WA8","UKD71","UKD7","UKD"
"WA88","UKD71","UKD7","UKD"
"WA9","UKD71","UKD7","UKD"
"WC1A","UKI31","UKI3","UKI"
"WC1B","UKI31","UKI3","UKI"
"WC1E","UKI31","UKI3","UKI"
"WC1H","UKI31","UKI3","UKI"
"WC1N","UKI31","UKI3","UKI"
"WC1R","UKI31","UKI3","UKI"
"WC1V","UKI31","UKI3","UKI"
"WC1X","UKI31","UKI3","UKI"
"WC2A","UKI31","UKI3","UKI"
"WC2B","UKI31","UKI3","UKI"
"WC2E","UKI32","UKI3","UKI"
"WC2H","UKI32","UKI3","UKI"
"WC2N","UKI32","UKI3","UKI"
"WC2R","UKI32","UKI3","UKI"
"WD17","UKH23","UKH2","UKH"
"WD18","UKH23","UKH2","UKH"
"WD19","UKH23","UKH2","UKH"
"WD23","UKH23","UKH2","UKH"
"WD24","UKH23","UKH2","UKH"
"WD25","UKH23","UKH2","UKH"
"WD3","UKH23","UKH2","UKH"
"WD4","UKH23","UKH2","UKH"
"WD5","UKH23","UKH2","UKH"
"WD6","UKH23","UKH2","UKH"
"WD7","UKH23","UKH2","UKH"
"WD99","UKH23","UKH2","UKH"
"WF1","UKE45","UKE4","UKE"
"WF10","UKE45","UKE4","UKE"
"WF11","UKE45","UKE4","UKE"
"WF12","UKE44","UKE4","UKE"
"WF13","UKE44","UKE4","UKE"
"WF14","UKE44","UKE4","UKE"
"WF15","UKE44","UKE4","UKE"
"WF16","UKE44","UKE4","UKE"
"WF17","UKE44","UKE4","UKE"
"WF2","UKE45","UKE4","UKE"
"WF3","UKE42","UKE4","UKE"
"WF4","UKE45","UKE4","UKE"
"WF5","UKE45","UKE4","UKE"
"WF6","UKE45","UKE4","UKE"
"WF7","UKE45","UKE4","UKE"
"WF8","UKE45","UKE4","UKE"
"WF9","UKE45","UKE4","UKE"
"WF90","UKE45","UKE4","UKE"
"WN1","UKD36","UKD3","UKD"
"WN2","UKD36","UKD3","UKD"
"WN3","UKD36","UKD3","UKD"
"WN4","UKD36","UKD3","UKD"
"WN5","UKD36","UKD3","UKD"
"WN6","UKD36","UKD3","UKD"
"WN7","UKD36","UKD3","UKD"
"WN8","UKD47","UKD4","UKD"
"WR1","UKG12","UKG1","UKG"
"WR10","UKG12","UKG1","UKG"
"WR11","UKG12","UKG1","UKG"
"WR12","UKG12","UKG1","UKG"
"WR13","UKG12","UKG1","UKG"
"WR14","UKG12","UKG1","UKG"
"WR15","UKG12","UKG1","UKG"
"WR2","UKG12","UKG1","UKG"
"WR3","UKG12","UKG1","UKG"
"WR4","UKG12","UKG1","UKG"
"WR5","UKG12","UKG1","UKG"
"WR6","UKG12","UKG1","UKG"
"WR7","UKG12","UKG1","UKG"
"WR8","UKG12","UKG1","UKG"
"WR9","UKG12","UKG1","UKG"
"WR99","UKG12","UKG1","UKG"
"WS1","UKG38","UKG3","UKG"
"WS10","UKG37","UKG3","UKG"
"WS11","UKG24","UKG2","UKG"
"WS12","UKG24","UKG2","UKG"
"WS13","UKG24","UKG2","UKG"
"WS14","UKG24","UKG2","UKG"
"WS15","UKG24","UKG2","UKG"
"WS2","UKG38","UKG3","UKG"
"WS3","UKG38","UKG3","UKG"
"WS4","UKG38","UKG3","UKG"
"WS5","UKG38","UKG3","UKG"
"WS6","UKG24","UKG2","UKG"
"WS7","UKG24","UKG2","UKG"
"WS8","UKG38","UKG3","UKG"
"WS9","UKG38","UKG3","UKG"
"WV1","UKG39","UKG3","UKG"
"WV10","UKG39","UKG3","UKG"
"WV11","UKG39","UKG3","UKG"
"WV12","UKG38","UKG3","UKG"
"WV13","UKG38","UKG3","UKG"
"WV14","UKG39","UKG3","UKG"
"WV15","UKG22","UKG2","UKG"
"WV16","UKG22","UKG2","UKG"
"WV2","UKG39","UKG3","UKG"
"WV3","UKG39","UKG3","UKG"
"WV4","UKG39","UKG3","UKG"
"WV5","UKG24","UKG2","UKG"
"WV6","UKG39","UKG3","UKG"
"WV7","UKG22","UKG2","UKG"
"WV8","UKG24","UKG2","UKG"
"WV9","UKG39","UKG3","UKG"
"WV98","UKG12","UKG1","UKG"
"WV99","UKG21","UKG2","UKG"
"YO1","UKE21","UKE2","UKE"
"YO10","UKE21","UKE2","UKE"
"YO11","UKE22","UKE2","UKE"
"YO12","UKE22","UKE2","UKE"
"YO13","UKE22","UKE2","UKE"
"YO14","UKE22","UKE2","UKE"
"YO15","UKE12","UKE1","UKE"
"YO16","UKE12","UKE1","UKE"
"YO17","UKE22","UKE2","UKE"
"YO18","UKE22","UKE2","UKE"
"YO19","UKE21","UKE2","UKE"
"YO21","UKE22","UKE2","UKE"
"YO22","UKE22","UKE2","UKE"
"YO23","UKE21","UKE2","UKE"
"YO24","UKE21","UKE2","UKE"
"YO25","UKE12","UKE1","UKE"
"YO26","UKE21","UKE2","UKE"
"YO30","UKE21","UKE2","UKE"
"YO31","UKE21","UKE2","UKE"
"YO32","UKE21","UKE2","UKE"
"YO41","UKE21","UKE2","UKE"
"YO42","UKE12","UKE1","UKE"
"YO43","UKE12","UKE1","UKE"
"YO51","UKE22","UKE2","UKE"
"YO60","UKE22","UKE2","UKE"
"YO61","UKE22","UKE2","UKE"
"YO62","UKE22","UKE2","UKE"
"YO7","UKE22","UKE2","UKE"
"YO8","UKE22","UKE2","UKE"
"YO90","UKE21","UKE2","UKE"
"YO91","UKE21","UKE2","UKE"
"ZE1","UKM66","UKM6","UKM"
"ZE2","UKM66","UKM6","UKM"
"ZE3","UKM66","UKM6","UKM"
