"postal","nuts3_code","nuts2_code","nuts1_code"
"LE5","UKF21","UKF2","UKF"
"LE55","UKF21","UKF2","UKF"
"LE6","UKF22","UKF2","UKF"
"LE65","UKF22","UKF2","UKF"
"LE67","UKF22","UKF2","UKF"
"LE7","UKF22","UKF2","UKF"
"LE8","UKF22","UKF2","UKF"
"LE87","UKF21","UKF2","UKF"
"LE9","UKF22","UKF2","UKF"
"LE94","UKF22","UKF2","UKF"
"LE95","UKF22","UKF2","UKF"
"LL11","UKL23","UKL2","UKL"
"LL12","UKL23","UKL2","UKL"
"LL13","UKL23","UKL2","UKL"
"LL14","UKL23","UKL2","UKL"
"LL15","UKL13","UKL1","UKL"
"LL16","UKL13","UKL1","UKL"
"LL17","UKL13","UKL1","UKL"
"LL18","UKL13","UKL1","UKL"
"LL19","UKL13","UKL1","UKL"
"LL20","UKL23","UKL2","UKL"
"LL21","UKL13","UKL1","UKL"
"LL22","UKL13","UKL1","UKL"
"LL23","UKL12","UKL1","UKL"
"LL24","UKL13","UKL1","UKL"
"LL25","UKL13","UKL1","UKL"
"LL26","UKL13","UKL1","UKL"
"LL27","UKL13","UKL1","UKL"
"LL28","UKL13","UKL1","UKL"
"LL29","UKL13","UKL1","UKL"
"LL30","UKL13","UKL1","UKL"
"LL31","UKL13","UKL1","UKL"
"LL32","UKL13","UKL1","UKL"
"LL33","UKL13","UKL1","UKL"
"LL34","UKL13","UKL1","UKL"
"LL35","UKL12","UKL1","UKL"
"LL36","UKL12","UKL1","UKL"
"LL37","UKL12","UKL1","UKL"
"LL38","UKL12","UKL1","UKL"
"LL39","UKL12","UKL1","UKL"
"LL40","UKL12","UKL1","UKL"
"LL41","UKL12","UKL1","UKL"
"LL42","UKL12","UKL1","UKL"
"LL43","UKL12","UKL1","UKL"
"LL44","UKL12","UKL1","UKL"
"LL45","UKL12","UKL1","UKL"
"LL46","UKL12","UKL1","UKL"
"LL47","UKL12","UKL1","UKL"
"LL48","UKL12","UKL1","UKL"
"LL49","UKL12","UKL1","UKL"
"LL51","UKL12","UKL1","UKL"
"LL52","UKL12","UKL1","UKL"
"LL53","UKL12","UKL1","UKL"
"LL54","UKL12","UKL1","UKL"
"LL55","UKL12","UKL1","UKL"
"LL56","UKL12","UKL1","UKL"
"LL57","UKL12","UKL1","UKL"
"LL58","UKL11","UKL1","UKL"
"LL59","UKL11","UKL1","UKL"
"LL60","UKL11","UKL1","UKL"
"LL61","UKL11","UKL1","UKL"
"LL62","UKL11","UKL1","UKL"
"LL63","UKL11","UKL1","UKL"
"LL64","UKL11","UKL1","UKL"
"LL65","UKL11","UKL1","UKL"
"LL66","UKL11","UKL1","UKL"
"LL67","UKL11","UKL1","UKL"
"LL68","UKL11","UKL1","UKL"
"LL69","UKL11","UKL1","UKL"
"LL70","UKL11","UKL1","UKL"
"LL71","UKL11","UKL1","UKL"
"LL72","UKL11","UKL1","UKL"
"LL73","UKL11","UKL1","UKL"
"LL74","UKL11","UKL1","UKL"
"LL75","UKL11","UKL1","UKL"
"LL76","UKL11","UKL1","UKL"
"LL77","UKL11","UKL1","UKL"
"LL78","UKL11","UKL1","UKL"
"LN1","UKF30","UKF3","UKF"
"LN10","UKF30","UKF3","UKF"
"LN11","UKF30","UKF3","UKF"
"LN12","UKF30","UKF3","UKF"
"LN13","UKF30","UKF3","UKF"
"LN2","UKF30","UKF3","UKF"
"LN3","UKF30","UKF3","UKF"
"LN4","UKF30","UKF3","UKF"
"LN5","UKF30","UKF3","UKF"
"LN6","UKF30","UKF3","UKF"
"LN7","UKF30","UKF3","UKF"
"LN8","UKF30","UKF3","UKF"
"LN9","UKF30","UKF3","UKF"
"LS1","UKE42","UKE4","UKE"
"LS10","UKE42","UKE4","UKE"
"LS11","UKE42","UKE4","UKE"
"LS12","UKE42","UKE4","UKE"
"LS13","UKE42","UKE4","UKE"
"LS14","UKE42","UKE4","UKE"
"LS15","UKE42","UKE4","UKE"
"LS16","UKE42","UKE4","UKE"
"LS17","UKE42","UKE4","UKE"
"LS18","UKE42","UKE4","UKE"
"LS19","UKE42","UKE4","UKE"
"LS2","UKE42","UKE4","UKE"
"LS20","UKE42","UKE4","UKE"
"LS21","UKE42","UKE4","UKE"
"LS22","UKE42","UKE4","UKE"
"LS23","UKE42","UKE4","UKE"
"LS24","UKE42","UKE4","UKE"
"LS25","UKE42","UKE4","UKE"
"LS26","UKE42","UKE4","UKE"
"LS27","UKE42","UKE4","UKE"
"LS28","UKE42","UKE4","UKE"
"LS29","UKE41","UKE4","UKE"
"LS3","UKE42","UKE4","UKE"
"LS4","UKE42","UKE4","UKE"
"LS5","UKE42","UKE4","UKE"
"LS6","UKE42","UKE4","UKE"
"LS7","UKE42","UKE4","UKE"
"LS8","UKE42","UKE4","UKE"
"LS88","UKE42","UKE4","UKE"
"LS9","UKE42","UKE4","UKE"
"LS98","UKE42","UKE4","UKE"
"LS99","UKE42","UKE4","UKE"
"LU1","UKH21","UKH2","UKH"
"LU2","UKH21","UKH2","UKH"
"LU3","UKH21","UKH2","UKH"
"LU4","UKH21","UKH2","UKH"
"LU5","UKH25","UKH2","UKH"
"LU6","UKH25","UKH2","UKH"
"LU7","UKJ13","UKJ1","UKJ"
"M1","UKD33","UKD3","UKD"
"M11","UKD33","UKD3","UKD"
"M12","UKD33","UKD3","UKD"
"M13","UKD33","UKD3","UKD"
"M14","UKD33","UKD3","UKD"
"M15","UKD33","UKD3","UKD"
"M16","UKD33","UKD3","UKD"
"M17","UKD34","UKD3","UKD"
"M18","UKD33","UKD3","UKD"
"M19","UKD33","UKD3","UKD"
"M2","UKD33","UKD3","UKD"
"M20","UKD33","UKD3","UKD"
"M21","UKD33","UKD3","UKD"
"M22","UKD33","UKD3","UKD"
"M23","UKD33","UKD3","UKD"
"M24","UKD37","UKD3","UKD"
"M25","UKD37","UKD3","UKD"
"M26","UKD37","UKD3","UKD"
"M27","UKD34","UKD3","UKD"
"M28","UKD34","UKD3","UKD"
"M29","UKD36","UKD3","UKD"
"M3","UKD33","UKD3","UKD"
"M30","UKD34","UKD3","UKD"
"M31","UKD34","UKD3","UKD"
"M32","UKD34","UKD3","UKD"
"M33","UKD34","UKD3","UKD"
"M34","UKD35","UKD3","UKD"
"M35","UKD37","UKD3","UKD"
"M38","UKD34","UKD3","UKD"
"M4","UKD33","UKD3","UKD"
"M40","UKD33","UKD3","UKD"
"M41","UKD34","UKD3","UKD"
"M43","UKD35","UKD3","UKD"
"M44","UKD34","UKD3","UKD"
"M45","UKD37","UKD3","UKD"
"M46","UKD36","UKD3","UKD"
"M5","UKD34","UKD3","UKD"
"M50","UKD34","UKD3","UKD"
"M6","UKD34","UKD3","UKD"
"M60","UKD33","UKD3","UKD"
"M61","UKD33","UKD3","UKD"
"M7","UKD34","UKD3","UKD"
"M8","UKD33","UKD3","UKD"
"M9","UKD33","UKD3","UKD"
"M90","UKD33","UKD3","UKD"
"M99","UKD33","UKD3","UKD"
"ME1","UKJ41","UKJ4","UKJ"
"ME10","UKJ43","UKJ4","UKJ"
"ME11","UKJ43","UKJ4","UKJ"
"ME12","UKJ43","UKJ4","UKJ"
"ME13","UKJ43","UKJ4","UKJ"
"ME14","UKJ45","UKJ4","UKJ"
"ME15","UKJ45","UKJ4","UKJ"
"ME16","UKJ45","UKJ4","UKJ"
"ME17","UKJ45","UKJ4","UKJ"
"ME18","UKJ46","UKJ4","UKJ"
"ME19","UKJ46","UKJ4","UKJ"
"ME2","UKJ41","UKJ4","UKJ"
"ME20","UKJ46","UKJ4","UKJ"
"ME3","UKJ41","UKJ4","UKJ"
"ME4","UKJ41","UKJ4","UKJ"
"ME5","UKJ41","UKJ4","UKJ"
"ME6","UKJ46","UKJ4","UKJ"
"ME7","UKJ41","UKJ4","UKJ"
"ME8","UKJ41","UKJ4","UKJ"
"ME9","UKJ43","UKJ4","UKJ"
"ME99","UKJ45","UKJ4","UKJ"
"MK1","UKJ12","UKJ1","UKJ"
"MK10","UKJ12","UKJ1","UKJ"
"MK11","UKJ12","UKJ1","UKJ"
"MK12","UKJ12","UKJ1","UKJ"
"MK13","UKJ12","UKJ1","UKJ"
"MK14","UKJ12","UKJ1","UKJ"
"MK15","UKJ12","UKJ1","UKJ"
"MK16","UKJ12","UKJ1","UKJ"
"MK17","UKJ13","UKJ1","UKJ"
"MK18","UKJ13","UKJ1","UKJ"
"MK19","UKJ12","UKJ1","UKJ"
"MK2","UKJ12","UKJ1","UKJ"
"MK3","UKJ12","UKJ1","UKJ"
"MK4","UKJ12","UKJ1","UKJ"
"MK40","UKH24","UKH2","UKH"
"MK41","UKH24","UKH2","UKH"
"MK42","UKH24","UKH2","UKH"
"MK43","UKH24","UKH2","UKH"
"MK44","UKH24","UKH2","UKH"
"MK45","UKH25","UKH2","UKH"
"MK46","UKJ12","UKJ1","UKJ"
"MK5","UKJ12","UKJ1","UKJ"
"MK6","UKJ12","UKJ1","UKJ"
"MK7","UKJ12","UKJ1","UKJ"
"MK77","UKJ12","UKJ1","UKJ"
"MK8","UKJ12","UKJ1","UKJ"
"MK9","UKJ12","UKJ1","UKJ"
"ML1","UKM36","UKM3","UKM"
"ML10","UKM38","UKM3","UKM"
"ML11","UKM38","UKM3","UKM"
"ML12","UKM38","UKM3","UKM"
"ML2","UKM36","UKM3","UKM"
"ML3","UKM38","UKM3","UKM"
"ML4","UKM36","UKM3","UKM"
"ML5","UKM36","UKM3","UKM"
"ML6","UKM36","UKM3","UKM"
"ML7","UKM36","UKM3","UKM"
"ML8","UKM38","UKM3","UKM"
"ML9","UKM38","UKM3","UKM"
"N1","UKI43","UKI4","UKI"
"N10","UKI43","UKI4","UKI"
"N11","UKI43","UKI4","UKI"
"N12","UKI71","UKI7","UKI"
"N13","UKI54","UKI5","UKI"
"N14","UKI54","UKI5","UKI"
"N15","UKI43","UKI4","UKI"
"N16","UKI41","UKI4","UKI"
"N17","UKI43","UKI4","UKI"
"N18","UKI54","UKI5","UKI"
"N19","UKI43","UKI4","UKI"
"N1C","UKI31","UKI3","UKI"
"N1P","UKI43","UKI4","UKI"
"N2","UKI71","UKI7","UKI"
"N20","UKI71","UKI7","UKI"
"N21","UKI54","UKI5","UKI"
"N22","UKI43","UKI4","UKI"
"N3","UKI71","UKI7","UKI"
"N4","UKI43","UKI4","UKI"
"N5","UKI43","UKI4","UKI"
"N6","UKI43","UKI4","UKI"
"N7","UKI43","UKI4","UKI"
"N8","UKI43","UKI4","UKI"
"N81","UKI43","UKI4","UKI"
"N9","UKI54","UKI5","UKI"
"NE1","UKC22","UKC2","UKC"
"NE10","UKC22","UKC2","UKC"
"NE11","UKC22","UKC2","UKC"
"NE12","UKC22","UKC2","UKC"
"NE13","UKC22","UKC2","UKC"
"NE15","UKC22","UKC2","UKC"
"NE16","UKC22","UKC2","UKC"
"NE17","UKC22","UKC2","UKC"
"NE18","UKC21","UKC2","UKC"
"NE19","UKC21","UKC2","UKC"
"NE2","UKC22","UKC2","UKC"
"NE20","UKC21","UKC2","UKC"
"NE21","UKC22","UKC2","UKC"
"NE22","UKC21","UKC2","UKC"
"NE23","UKC22","UKC2","UKC"
"NE24","UKC21","UKC2","UKC"
"NE25","UKC22","UKC2","UKC"
"NE26","UKC22","UKC2","UKC"
"NE27","UKC22","UKC2","UKC"
"NE28","UKC22","UKC2","UKC"
"NE29","UKC22","UKC2","UKC"
"NE3","UKC22","UKC2","UKC"
"NE30","UKC22","UKC2","UKC"
"NE31","UKC22","UKC2","UKC"
"NE32","UKC22","UKC2","UKC"
"NE33","UKC22","UKC2","UKC"
"NE34","UKC22","UKC2","UKC"
"NE35","UKC22","UKC2","UKC"
"NE36","UKC22","UKC2","UKC"
"NE37","UKC23","UKC2","UKC"
"NE38","UKC23","UKC2","UKC"
"NE39","UKC22","UKC2","UKC"
"NE4","UKC22","UKC2","UKC"
"NE40","UKC22","UKC2","UKC"
"NE41","UKC22","UKC2","UKC"
"NE42","UKC22","UKC2","UKC"
"NE43","UKC21","UKC2","UKC"
"NE44","UKC21","UKC2","UKC"
"NE45","UKC21","UKC2","UKC"
"NE46","UKC21","UKC2","UKC"
"NE47","UKC21","UKC2","UKC"
"NE48","UKC21","UKC2","UKC"
"NE49","UKC21","UKC2","UKC"
"NE5","UKC22","UKC2","UKC"
"NE6","UKC22","UKC2","UKC"
"NE61","UKC21","UKC2","UKC"
"NE62","UKC21","UKC2","UKC"
"NE63","UKC21","UKC2","UKC"
"NE64","UKC21","UKC2","UKC"
"NE65","UKC21","UKC2","UKC"
"NE66","UKC21","UKC2","UKC"
"NE67","UKC21","UKC2","UKC"
"NE68","UKC21","UKC2","UKC"
"NE69","UKC21","UKC2","UKC"
"NE7","UKC22","UKC2","UKC"
"NE70","UKC21","UKC2","UKC"
"NE71","UKC21","UKC2","UKC"
"NE8","UKC22","UKC2","UKC"
"NE82","UKC22","UKC2","UKC"
"NE83","UKC22","UKC2","UKC"
"NE85","UKC23","UKC2","UKC"
"NE88","UKC22","UKC2","UKC"
"NE9","UKC22","UKC2","UKC"
"NE92","UKC22","UKC2","UKC"
"NE98","UKC22","UKC2","UKC"
"NE99","UKC22","UKC2","UKC"
"NG1","UKF14","UKF1","UKF"
"NG10","UKF13","UKF1","UKF"
"NG11","UKF14","UKF1","UKF"
"NG12","UKF16","UKF1","UKF"
"NG13","UKF16","UKF1","UKF"
"NG14","UKF16","UKF1","UKF"
"NG15","UKF16","UKF1","UKF"
"NG16","UKF16","UKF1","UKF"
"NG17","UKF15","UKF1","UKF"
"NG18","UKF15","UKF1","UKF"
"NG19","UKF15","UKF1","UKF"
"NG2","UKF14","UKF1","UKF"
"NG20","UKF15","UKF1","UKF"
"NG21","UKF15","UKF1","UKF"
"NG22","UKF15","UKF1","UKF"
"NG23","UKF15","UKF1","UKF"
"NG24","UKF15","UKF1","UKF"
"NG25","UKF15","UKF1","UKF"
"NG3","UKF14","UKF1","UKF"
"NG31","UKF30","UKF3","UKF"
"NG32","UKF30","UKF3","UKF"
"NG33","UKF30","UKF3","UKF"
"NG34","UKF30","UKF3","UKF"
"NG4","UKF16","UKF1","UKF"
"NG5","UKF14","UKF1","UKF"
"NG6","UKF14","UKF1","UKF"
"NG7","UKF14","UKF1","UKF"
"NG70","UKF15","UKF1","UKF"
"NG8","UKF14","UKF1","UKF"
"NG80","UKF14","UKF1","UKF"
"NG9","UKF16","UKF1","UKF"
"NG90","UKF14","UKF1","UKF"
"NN1","UKF24","UKF2","UKF"
"NN10","UKF25","UKF2","UKF"
"NN11","UKF24","UKF2","UKF"
"NN12","UKF24","UKF2","UKF"
"NN13","UKF24","UKF2","UKF"
"NN14","UKF25","UKF2","UKF"
"NN15","UKF25","UKF2","UKF"
"NN16","UKF25","UKF2","UKF"
"NN17","UKF25","UKF2","UKF"
"NN18","UKF25","UKF2","UKF"
"NN2","UKF24","UKF2","UKF"
"NN29","UKF25","UKF2","UKF"
"NN3","UKF24","UKF2","UKF"
"NN4","UKF24","UKF2","UKF"
"NN5","UKF24","UKF2","UKF"
"NN6","UKF24","UKF2","UKF"
"NN7","UKF24","UKF2","UKF"
"NN8","UKF25","UKF2","UKF"
"NN9","UKF25","UKF2","UKF"
"NP10","UKL21","UKL2","UKL"
"NP11","UKL16","UKL1","UKL"
"NP12","UKL16","UKL1","UKL"
"NP13","UKL16","UKL1","UKL"
"NP15","UKL21","UKL2","UKL"
"NP16","UKL21","UKL2","UKL"
"NP18","UKL21","UKL2","UKL"
"NP19","UKL21","UKL2","UKL"
"NP20","UKL21","UKL2","UKL"
"NP22","UKL16","UKL1","UKL"
"NP23","UKL16","UKL1","UKL"
"NP24","UKL16","UKL1","UKL"
"NP25","UKL21","UKL2","UKL"
"NP26","UKL21","UKL2","UKL"
"NP4","UKL16","UKL1","UKL"
"NP44","UKL16","UKL1","UKL"
"NP7","UKL21","UKL2","UKL"
"NP8","UKL24","UKL2","UKL"
"NR1","UKH15","UKH1","UKH"
"NR10","UKH15","UKH1","UKH"
"NR11","UKH15","UKH1","UKH"
"NR12","UKH15","UKH1","UKH"
"NR13","UKH15","UKH1","UKH"
"NR14","UKH17","UKH1","UKH"
"NR15","UKH17","UKH1","UKH"
"NR16","UKH17","UKH1","UKH"
"NR17","UKH17","UKH1","UKH"
"NR18","UKH17","UKH1","UKH"
"NR19","UKH17","UKH1","UKH"
"NR2","UKH15","UKH1","UKH"
"NR20","UKH17","UKH1","UKH"
"NR21","UKH16","UKH1","UKH"
"NR22","UKH16","UKH1","UKH"
"NR23","UKH16","UKH1","UKH"
"NR24","UKH16","UKH1","UKH"
"NR25","UKH16","UKH1","UKH"
"NR26","UKH16","UKH1","UKH"
"NR27","UKH16","UKH1","UKH"
"NR28","UKH16","UKH1","UKH"
"NR29","UKH15","UKH1","UKH"
"NR3","UKH15","UKH1","UKH"
"NR30","UKH15","UKH1","UKH"
"NR31","UKH15","UKH1","UKH"
"NR32","UKH14","UKH1","UKH"
"NR33","UKH14","UKH1","UKH"
"NR34","UKH14","UKH1","UKH"
"NR35","UKH17","UKH1","UKH"
"NR4","UKH15","UKH1","UKH"
"NR5","UKH15","UKH1","UKH"
"NR6","UKH15","UKH1","UKH"
"NR7","UKH15","UKH1","UKH"
"NR8","UKH15","UKH1","UKH"
"NR9","UKH15","UKH1","UKH"
"NR99","UKH15","UKH1","UKH"
"NW1","UKI31","UKI3","UKI"
"NW10","UKI72","UKI7","UKI"
"NW11","UKI71","UKI7","UKI"
"NW1W","UKI31","UKI3","UKI"
"NW2","UKI72","UKI7","UKI"
"NW26","UKI72","UKI7","UKI"
"NW3","UKI31","UKI3","UKI"
"NW4","UKI71","UKI7","UKI"
"NW5","UKI31","UKI3","UKI"
"NW6","UKI31","UKI3","UKI"
"NW7","UKI71","UKI7","UKI"
"NW8","UKI32","UKI3","UKI"
"NW9","UKI72","UKI7","UKI"
"OL1","UKD37","UKD3","UKD"
"OL10","UKD37","UKD3","UKD"
"OL11","UKD37","UKD3","UKD"
"OL12","UKD37","UKD3","UKD"
"OL13","UKD46","UKD4","UKD"
"OL14","UKE44","UKE4","UKE"
"OL15","UKD37","UKD3","UKD"
"OL16","UKD37","UKD3","UKD"
"OL2","UKD37","UKD3","UKD"
"OL3","UKD37","UKD3","UKD"
"OL4","UKD37","UKD3","UKD"
"OL5","UKD35","UKD3","UKD"
"OL6","UKD35","UKD3","UKD"
"OL7","UKD35","UKD3","UKD"
"OL8","UKD37","UKD3","UKD"
"OL9","UKD37","UKD3","UKD"
"OL95","UKD37","UKD3","UKD"
"OX1","UKJ14","UKJ1","UKJ"
"OX10","UKJ14","UKJ1","UKJ"
"OX11","UKJ14","UKJ1","UKJ"
"OX12","UKJ14","UKJ1","UKJ"
"OX13","UKJ14","UKJ1","UKJ"
"OX14","UKJ14","UKJ1","UKJ"
"OX15","UKJ14","UKJ1","UKJ"
"OX16","UKJ14","UKJ1","UKJ"
"OX17","UKF24","UKF2","UKF"
"OX18","UKJ14","UKJ1","UKJ"
"OX2","UKJ14","UKJ1","UKJ"
"OX20","UKJ14","UKJ1","UKJ"
"OX25","UKJ14","UKJ1","UKJ"
"OX26","UKJ14","UKJ1","UKJ"
"OX27","UKJ14","UKJ1","UKJ"
"OX28","UKJ14","UKJ1","UKJ"
"OX29","UKJ14","UKJ1","UKJ"
"OX3","UKJ14","UKJ1","UKJ"
"OX33","UKJ14","UKJ1","UKJ"
"OX39","UKJ14","UKJ1","UKJ"
"OX4","UKJ14","UKJ1","UKJ"
"OX44","UKJ14","UKJ1","UKJ"
"OX49","UKJ14","UKJ1","UKJ"
"OX5","UKJ14","UKJ1","UKJ"
"OX7","UKJ14","UKJ1","UKJ"
"PA1","UKM35","UKM3","UKM"
"PA10","UKM35","UKM3","UKM"
"PA11","UKM35","UKM3","UKM"
"PA12","UKM35","UKM3","UKM"
"PA13","UKM35","UKM3","UKM"
"PA14","UKM35","UKM3","UKM"
"PA15","UKM35","UKM3","UKM"
"PA16","UKM35","UKM3","UKM"
"PA17","UKM33","UKM3","UKM"
"PA18","UKM35","UKM3","UKM"
"PA19","UKM35","UKM3","UKM"
"PA2","UKM35","UKM3","UKM"
"PA20","UKM63","UKM6","UKM"
"PA21","UKM63","UKM6","UKM"
"PA22","UKM63","UKM6","UKM"
"PA23","UKM63","UKM6","UKM"
"PA24","UKM63","UKM6","UKM"
"PA25","UKM63","UKM6","UKM"
"PA26","UKM63","UKM6","UKM"
"PA27","UKM63","UKM6","UKM"
"PA28","UKM63","UKM6","UKM"
"PA29","UKM63","UKM6","UKM"
"PA3","UKM35","UKM3","UKM"
"PA30","UKM63","UKM6","UKM"
"PA31","UKM63","UKM6","UKM"
"PA32","UKM63","UKM6","UKM"
"PA33","UKM63","UKM6","UKM"
"PA34","UKM63","UKM6","UKM"
"PA35","UKM63","UKM6","UKM"
"PA36","UKM63","UKM6","UKM"
"PA37","UKM63","UKM6","UKM"
"PA38","UKM63","UKM6","UKM"
"PA4","UKM35","UKM3","UKM"
"PA41","UKM63","UKM6","UKM"
"PA42","UKM63","UKM6","UKM"
"PA43","UKM63","UKM6","UKM"
"PA44","UKM63","UKM6","UKM"
"PA45","UKM63","UKM6","UKM"
"PA46","UKM63","UKM6","UKM"
"PA47","UKM63","UKM6","UKM"
"PA48","UKM63","UKM6","UKM"
"PA49","UKM63","UKM6","UKM"
"PA5","UKM35","UKM3","UKM"
"PA6","UKM35","UKM3","UKM"
"PA60","UKM63","UKM6","UKM"
"PA61","UKM63","UKM6","UKM"
"PA62","UKM63","UKM6","UKM"
"PA63","UKM63","UKM6","UKM"
"PA64","UKM63","UKM6","UKM"
"PA65","UKM63","UKM6","UKM"
"PA66","UKM63","UKM6","UKM"
"PA67","UKM63","UKM6","UKM"
"PA68","UKM63","UKM6","UKM"
"PA69","UKM63","UKM6","UKM"
"PA7","UKM35","UKM3","UKM"
"PA70","UKM63","UKM6","UKM"
"PA71","UKM63","UKM6","UKM"
"PA72","UKM63","UKM6","UKM"
"PA73","UKM63","UKM6","UKM"
"PA74","UKM63","UKM6","UKM"
"PA75","UKM63","UKM6","UKM"
"PA76","UKM63","UKM6","UKM"
"PA77","UKM63","UKM6","UKM"
"PA78","UKM63","UKM6","UKM"
"PA8","UKM35","UKM3","UKM"
"PA80","UKM63","UKM6","UKM"
"PA9","UKM35","UKM3","UKM"
"PE1","UKH11","UKH1","UKH"
"PE10","UKF30","UKF3","UKF"
"PE11","UKF30","UKF3","UKF"
"PE12","UKF30","UKF3","UKF"
"PE13","UKH12","UKH1","UKH"
"PE14","UKH16","UKH1","UKH"
"PE15","UKH12","UKH1","UKH"
"PE16","UKH12","UKH1","UKH"
"PE19","UKH12","UKH1","UKH"
"PE2","UKH11","UKH1","UKH"
"PE20","UKF30","UKF3","UKF"
"PE21","UKF30","UKF3","UKF"
"PE22","UKF30","UKF3","UKF"
"PE23","UKF30","UKF3","UKF"
"PE24","UKF30","UKF3","UKF"
"PE25","UKF30","UKF3","UKF"
"PE26","UKH12","UKH1","UKH"
"PE27","UKH12","UKH1","UKH"
"PE28","UKH12","UKH1","UKH"
"PE29","UKH12","UKH1","UKH"
"PE3","UKH11","UKH1","UKH"
"PE30","UKH16","UKH1","UKH"
"PE31","UKH16","UKH1","UKH"
"PE32","UKH16","UKH1","UKH"
"PE33","UKH16","UKH1","UKH"
"PE34","UKH16","UKH1","UKH"
"PE35","UKH16","UKH1","UKH"
"PE36","UKH16","UKH1","UKH"
"PE37","UKH17","UKH1","UKH"
"PE38","UKH16","UKH1","UKH"
"PE4","UKH11","UKH1","UKH"
"PE5","UKH11","UKH1","UKH"
"PE6","UKH11","UKH1","UKH"
"PE7","UKH12","UKH1","UKH"
"PE8","UKF25","UKF2","UKF"
"PE9","UKF22","UKF2","UKF"
"PH1","UKM27","UKM2","UKM"
"PH10","UKM27","UKM2","UKM"
"PH11","UKM21","UKM2","UKM"
"PH12","UKM21","UKM2","UKM"
"PH13","UKM27","UKM2","UKM"
"PH14","UKM27","UKM2","UKM"
"PH15","UKM27","UKM2","UKM"
"PH16","UKM27","UKM2","UKM"
"PH17","UKM27","UKM2","UKM"
"PH18","UKM27","UKM2","UKM"
"PH19","UKM62","UKM6","UKM"
"PH2","UKM27","UKM2","UKM"
"PH20","UKM62","UKM6","UKM"
"PH21","UKM62","UKM6","UKM"
"PH22","UKM62","UKM6","UKM"
"PH23","UKM62","UKM6","UKM"
"PH24","UKM62","UKM6","UKM"
"PH25","UKM62","UKM6","UKM"
"PH26","UKM62","UKM6","UKM"
"PH3","UKM27","UKM2","UKM"
"PH30","UKM63","UKM6","UKM"
"PH31","UKM63","UKM6","UKM"
"PH32","UKM62","UKM6","UKM"
"PH33","UKM63","UKM6","UKM"
"PH34","UKM63","UKM6","UKM"
"PH35","UKM63","UKM6","UKM"
"PH36","UKM63","UKM6","UKM"
"PH37","UKM63","UKM6","UKM"
"PH38","UKM63","UKM6","UKM"
"PH39","UKM63","UKM6","UKM"
"PH4","UKM27","UKM2","UKM"
"PH40","UKM63","UKM6","UKM"
"PH41","UKM63","UKM6","UKM"
"PH42","UKM63","UKM6","UKM"
"PH43","UKM63","UKM6","UKM"
"PH44","UKM63","UKM6","UKM"
"PH49","UKM63","UKM6","UKM"
"PH5","UKM27","UKM2","UKM"
"PH50","UKM63","UKM6","UKM"
"PH6","UKM27","UKM2","UKM"
"PH7","UKM27","UKM2","UKM"
"PH8","UKM27","UKM2","UKM"
"PH9","UKM27","UKM2","UKM"
"PL1","UKK41","UKK4","UKK"
"PL10","UKK30","UKK3","UKK"
"PL11","UKK30","UKK3","UKK"
"PL12","UKK30","UKK3","UKK"
"PL13","UKK30","UKK3","UKK"
"PL14","UKK30","UKK3","UKK"
"PL15","UKK30","UKK3","UKK"
"PL16","UKK43","UKK4","UKK"
"PL17","UKK30","UKK3","UKK"
"PL18","UKK30","UKK3","UKK"
"PL19","UKK43","UKK4","UKK"
"PL2","UKK41","UKK4","UKK"
"PL20","UKK43","UKK4","UKK"
"PL21","UKK43","UKK4","UKK"
"PL22","UKK30","UKK3","UKK"
"PL23","UKK30","UKK3","UKK"
"PL24","UKK30","UKK3","UKK"
"PL25","UKK30","UKK3","UKK"
"PL26","UKK30","UKK3","UKK"
"PL27","UKK30","UKK3","UKK"
"PL28","UKK30","UKK3","UKK"
"PL29","UKK30","UKK3","UKK"
"PL3","UKK41","UKK4","UKK"
"PL30","UKK30","UKK3","UKK"
"PL31","UKK30","UKK3","UKK"
"PL32","UKK30","UKK3","UKK"
"PL33","UKK30","UKK3","UKK"
"PL34","UKK30","UKK3","UKK"
"PL35","UKK30","UKK3","UKK"
"PL4","UKK41","UKK4","UKK"
"PL5","UKK41","UKK4","UKK"
"PL6","UKK41","UKK4","UKK"
"PL7","UKK41","UKK4","UKK"
"PL8","UKK43","UKK4","UKK"
"PL9","UKK41","UKK4","UKK"
"PL95","UKK41","UKK4","UKK"
"PO1","UKJ31","UKJ3","UKJ"
"PO10","UKJ35","UKJ3","UKJ"
"PO11","UKJ35","UKJ3","UKJ"
"PO12","UKJ35","UKJ3","UKJ"
"PO13","UKJ35","UKJ3","UKJ"
"PO14","UKJ35","UKJ3","UKJ"
"PO15","UKJ35","UKJ3","UKJ"
"PO16","UKJ35","UKJ3","UKJ"
"PO17","UKJ35","UKJ3","UKJ"
"PO18","UKJ27","UKJ2","UKJ"
"PO19","UKJ27","UKJ2","UKJ"
"PO2","UKJ31","UKJ3","UKJ"
"PO20","UKJ27","UKJ2","UKJ"
"PO21","UKJ27","UKJ2","UKJ"
"PO22","UKJ27","UKJ2","UKJ"
"PO3","UKJ31","UKJ3","UKJ"
"PO30","UKJ34","UKJ3","UKJ"
"PO31","UKJ34","UKJ3","UKJ"
"PO32","UKJ34","UKJ3","UKJ"
"PO33","UKJ34","UKJ3","UKJ"
